State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
IA,Des Moines County,15116,921447,849,40961,746,32456,-103,-0.6809999999999999,40.915339,-91.186925
KY,McCreary County,3812,142529,161,5192,135,4298,-26,-0.682,36.731136,-84.491052
CT,New Haven County,329066,27034852,18310,1319340,16063,1020865,-2247,-0.6829999999999999,41.349717999999996,-72.900203
IL,LaSalle County,43361,2742201,2453,122620,2157,105446,-296,-0.6829999999999999,41.343340999999995,-88.885931
TX,Uvalde County,9084,448894,590,24325,528,23524,-62,-0.6829999999999999,29.350308000000002,-99.768427
IA,Henry County,7019,408239,461,19213,413,17438,-48,-0.684,40.984802,-91.547259
MT,Powell County,2046,117532,170,6867,156,7126,-14,-0.684,46.844225,-112.9311
MS,Benton County,2478,99273,243,7869,226,7481,-17,-0.6859999999999999,34.810518,-89.200285
AL,Dale County,14414,744455,2269,102323,2170,94792,-99,-0.687,31.430653999999997,-85.609476
KY,Mason County,5806,338659,412,17926,372,15093,-40,-0.6890000000000001,38.594136999999996,-83.828125
PA,Lycoming County,43707,2558950,1936,101958,1635,73580,-301,-0.6890000000000001,41.343882,-77.055262
KS,Rooks County,1884,69277,90,3266,77,2462,-13,-0.69,39.346006,-99.324492
OK,Choctaw County,4196,175770,323,10139,294,10414,-29,-0.691,34.027645,-95.554208
OH,Wood County,47149,3491569,4338,215204,4012,212838,-326,-0.691,41.360183,-83.622682
KS,Woodson County,1156,49714,56,1963,48,1651,-8,-0.6920000000000001,37.888193,-95.75846899999999
OH,Wayne County,43153,2667131,2334,104005,2035,92588,-299,-0.693,40.829661,-81.887194
MT,Fergus County,4329,241687,288,11971,258,13252,-30,-0.693,47.225221000000005,-109.23213799999999
OH,Gallia County,9525,538989,447,18140,381,16911,-66,-0.693,38.817046000000005,-82.301746
TX,Val Verde County,16295,793999,1193,63658,1080,49158,-113,-0.693,29.875284999999998,-101.14332399999999
GA,Jefferson County,5327,235057,297,9319,260,10295,-37,-0.695,33.058176,-82.420004
NY,Tioga County,18684,1165723,1323,58973,1193,51452,-130,-0.696,42.178057,-76.29745600000001
VA,Smyth County,9994,467180,477,16561,407,13958,-70,-0.7,36.842318,-81.53978599999999
PA,Fulton County,5705,322026,298,16050,258,11063,-40,-0.701,39.91075,-78.122617
KS,Wyandotte County,52603,2472257,5306,230777,4937,196553,-369,-0.701,39.115384000000006,-94.763087
MS,Covington County,6128,282283,399,13758,356,12215,-43,-0.7020000000000001,31.633331,-89.548897
GA,Sumter County,8963,413114,531,22742,468,19583,-63,-0.703,32.042266,-84.20429399999999
OK,McCurtain County,9501,415569,500,17771,433,16060,-67,-0.705,34.117073,-94.766086
NY,Nassau County,567572,75398637,29902,3266495,25896,2627221,-4006,-0.706,40.729612,-73.589414
NY,Cattaraugus County,27586,1472647,1440,65141,1245,54659,-195,-0.7070000000000001,42.239098999999996,-78.66233199999999
IL,Ford County,5085,314102,361,17790,325,12353,-36,-0.708,40.596539,-88.224588
CA,Imperial County,61426,2883438,2673,116467,2238,83986,-435,-0.708,33.040814000000005,-115.3554
MT,Prairie County,424,21545,25,938,22,714,-3,-0.708,46.812384,-105.50399399999999
MS,Perry County,3522,163766,274,11613,249,9560,-25,-0.71,31.169307,-88.988755
KS,Sedgwick County,184693,13665707,10251,568541,8940,440075,-1311,-0.71,37.681045000000005,-97.461054
NY,Onondaga County,179844,13222164,8755,655834,7479,414774,-1276,-0.71,43.006516,-76.196134
KS,Reno County,22105,1315464,1290,59792,1133,55583,-157,-0.71,37.948184999999995,-98.078346
MS,Neshoba County,9148,445615,514,17768,449,16182,-65,-0.711,32.752518,-89.119274
NC,Tyrrell County,1262,47867,74,2424,65,1728,-9,-0.713,35.87042,-76.165345
MO,Carroll County,3226,173678,161,5726,138,4442,-23,-0.713,39.427375,-93.500227
ND,Burleigh County,36303,3208311,2770,158312,2510,132546,-260,-0.716,46.978829,-100.469533
NE,Garden County,698,28275,36,1360,31,439,-5,-0.716,41.633364,-102.30298499999999
GA,Screven County,4192,198056,266,9197,236,9170,-30,-0.716,32.744751,-81.61758499999999
KY,Lyon County,2508,149442,245,10106,227,14633,-18,-0.718,37.023976,-88.083391
MN,Pennington County,5429,338982,384,20355,345,13215,-39,-0.718,48.069247,-96.037725
KS,Dickinson County,6963,380769,568,24116,518,22259,-50,-0.718,38.867734999999996,-97.157943
IN,Adams County,12371,719645,582,23350,493,18035,-89,-0.7190000000000001,40.745733,-84.93613
IA,Plymouth County,9593,711232,631,33995,562,25574,-69,-0.7190000000000001,42.737584999999996,-96.215864
RI,Newport County,32927,3253954,3027,243831,2789,271974,-238,-0.723,41.502503999999995,-71.283689
TX,Knox County,1105,47713,80,3095,72,3093,-8,-0.7240000000000001,33.61189,-99.730356
MN,Red Lake County,1512,90371,92,3762,81,3153,-11,-0.728,47.865487,-96.08718
OH,Putnam County,13737,976374,563,25146,463,19199,-100,-0.728,41.024533,-84.129879
MI,Gratiot County,13458,726225,897,33297,799,31318,-98,-0.728,43.292326,-84.60469
IA,O'Brien County,5330,357006,348,12903,309,12698,-39,-0.732,43.083746000000005,-95.625624
IL,Stephenson County,17850,1016895,950,47899,819,29809,-131,-0.7340000000000001,42.349726000000004,-89.665994
KY,Carroll County,3537,187198,295,11493,269,9902,-26,-0.735,38.668394,-85.124024
FL,Lafayette County,1899,87460,152,4843,138,5136,-14,-0.737,29.990066,-83.17851
SD,Gregory County,1625,81932,67,2128,55,2142,-12,-0.738,43.175142,-99.206591
PA,Snyder County,14749,833256,801,35625,692,28412,-109,-0.7390000000000001,40.755407,-77.072929
IL,Jo Daviess County,9443,608481,602,27047,532,34910,-70,-0.741,42.362390999999995,-90.21146999999999
SD,Jackson County,810,32636,56,1865,50,1442,-6,-0.741,43.677506,-101.626323
NE,Brown County,1080,43834,62,2505,54,2621,-8,-0.741,42.359562,-99.92392
SC,Orangeburg County,28098,1276804,1721,66364,1512,56842,-209,-0.7440000000000001,33.436135,-80.802913
NE,Kearney County,2420,161781,186,7657,168,6505,-18,-0.7440000000000001,40.50912,-98.947602
KS,Linn County,3355,175108,276,10732,251,14276,-25,-0.745,38.216549,-94.844932
OK,Muskogee County,19998,1067975,1526,60025,1377,53669,-149,-0.745,35.617551,-95.383911
NY,Richmond County,182437,14852529,9912,733283,8544,461465,-1368,-0.75,40.561263000000004,-74.1399
ND,Sargent County,1595,102624,105,4492,93,4217,-12,-0.752,46.108204,-97.630051
WV,Mercer County,19157,924086,979,36376,835,29525,-144,-0.752,37.403448,-81.10645600000001
TN,Crockett County,4775,241187,330,12785,294,12777,-36,-0.754,35.818795,-89.132494
MO,Caldwell County,3043,176470,243,10353,220,8613,-23,-0.7559999999999999,39.658998,-93.979179
KY,Elliott County,1718,75819,93,2968,80,2280,-13,-0.757,38.116883,-83.09611600000001
NE,Boone County,2114,127337,102,4209,86,3512,-16,-0.757,41.703934000000004,-98.070476
SD,Hamlin County,1978,128388,147,6664,132,6859,-15,-0.758,44.680619,-97.178598
OH,Hamilton County,313485,26584394,19799,1414192,17416,1114524,-2383,-0.76,39.196927,-84.544187
WV,Wyoming County,5517,263366,225,9515,183,6293,-42,-0.7609999999999999,37.60366,-81.549032
WV,Hancock County,11437,629479,692,27521,605,22290,-87,-0.7609999999999999,40.516958,-80.570164
TX,Harris County,1519470,120110671,93935,6744329,82339,5181538,-11596,-0.763,29.857273,-95.39303699999999
NJ,Essex County,285587,29889325,21129,1779338,18948,1454366,-2181,-0.764,40.7874,-74.24629200000001
GA,Tift County,12684,687246,916,38016,819,30694,-97,-0.765,31.457003000000004,-83.525931
TN,Lauderdale County,7454,331196,458,15243,401,12098,-57,-0.765,35.762951,-89.627732
IL,Adams County,25580,1683865,1088,48162,892,39405,-196,-0.7659999999999999,39.986052,-91.19496099999999
MO,St. Clair County,2862,120492,210,6496,188,6725,-22,-0.769,38.042229999999996,-93.77656
TX,Starr County,20417,740898,683,26252,526,18773,-157,-0.769,26.530903000000002,-98.740235
IL,Union County,6215,345137,291,11964,243,10156,-48,-0.772,37.485652,-89.244639
NY,Steuben County,35641,2251443,1952,119238,1677,92282,-275,-0.772,42.266725,-77.385525
IN,Gibson County,12568,773991,760,37314,663,29135,-97,-0.772,38.317398,-87.580523
GA,Taylor County,2458,115006,179,6479,160,5354,-19,-0.773,32.554666999999995,-84.251426
IN,Franklin County,8396,571270,584,24953,519,26793,-65,-0.774,39.409762,-85.066964
KY,Clay County,4878,196594,258,8175,220,5820,-38,-0.779,37.164273,-83.715473
AL,Barbour County,7176,322664,445,16473,389,15215,-56,-0.78,31.870253,-85.40510400000001
MN,Murray County,3333,199261,181,9625,155,7623,-26,-0.78,44.015594,-95.761581
MN,Lac qui Parle County,2693,173083,122,5636,101,4597,-21,-0.78,44.999856,-96.176836
CA,San Francisco County,380632,63823930,37668,5557260,34695,4234532,-2973,-0.7809999999999999,37.727239000000004,-123.032229
ND,Burke County,896,68202,34,2121,27,1608,-7,-0.7809999999999999,48.786453,-102.520087
VA,Rappahannock County,2818,245346,222,12887,200,17236,-22,-0.7809999999999999,38.684521999999994,-78.168824
MS,Smith County,4722,243605,314,10900,277,11823,-37,-0.784,32.019028999999996,-89.494876
KS,Rawlins County,1021,50484,32,1000,24,1691,-8,-0.784,39.786198,-101.076738
KS,Jackson County,4845,272116,330,14695,292,13486,-38,-0.784,39.411145,-95.794485
CO,Prowers County,3821,180931,234,9560,204,7013,-30,-0.785,37.958181,-102.392161
PA,Mercer County,42568,2412020,1928,91427,1593,70321,-335,-0.787,41.300014000000004,-80.252786
TX,Dallas County,891292,77694769,74763,5026924,67752,4748091,-7011,-0.787,32.766987,-96.778424
MO,Stoddard County,9518,506023,601,21310,526,19000,-75,-0.7879999999999999,36.851557,-89.94748100000001
MS,Carroll County,3295,139505,246,10107,220,9556,-26,-0.789,33.440795,-89.918887
VA,Brunswick County,5059,232514,338,14134,298,14635,-40,-0.7909999999999999,36.764204,-77.86148299999999
TX,Matagorda County,12099,753905,915,51285,819,44546,-96,-0.7929999999999999,28.774759999999997,-96.001532
IL,Sangamon County,79580,6127960,4114,229595,3482,167786,-632,-0.794,39.756867,-89.662425
NY,Essex County,14108,854320,983,66701,871,52631,-112,-0.794,44.109601,-73.77843100000001
TN,Hardeman County,7792,322745,482,15504,420,14982,-62,-0.7959999999999999,35.218785,-88.988697
CA,Monterey County,153085,11671143,9275,867995,8057,595097,-1218,-0.7959999999999999,36.240107,-121.315572
NE,Polk County,2010,132657,127,5570,111,4585,-16,-0.7959999999999999,41.187925,-97.570663
IA,Carroll County,8027,604628,449,22007,385,16523,-64,-0.797,42.039491999999996,-94.86764699999999
KY,Calloway County,11421,637555,945,33771,854,35039,-91,-0.797,36.620978,-88.274086
AR,Sevier County,4767,212191,273,9513,235,8016,-38,-0.797,33.994877,-94.243279
GA,Cobb County,254638,24794472,30250,2040077,28221,1741479,-2029,-0.797,33.93993,-84.574112
MO,Pettis County,14517,743658,1023,38836,907,35363,-116,-0.799,38.727367,-93.285207
IA,Greene County,3378,191512,190,8535,163,6470,-27,-0.799,42.042494,-94.388703
CT,New London County,107353,8825677,6941,453399,6076,366859,-865,-0.8059999999999999,41.472652000000004,-72.108634
MI,Chippewa County,12632,621087,688,29071,586,27765,-102,-0.807,46.321819,-84.52063000000001
NC,Scotland County,10379,468621,694,25318,610,20733,-84,-0.809,34.840022999999995,-79.477337
VA,Charlotte County,4074,189508,259,8883,226,9555,-33,-0.81,37.009042,-78.658568
IL,Macon County,38715,2507237,1933,112445,1619,78821,-314,-0.8109999999999999,39.860237,-88.961529
NY,St. Lawrence County,35640,2007254,1521,73068,1232,65221,-289,-0.8109999999999999,44.488112,-75.074311
TX,Jackson County,4930,296364,379,17659,339,16100,-40,-0.8109999999999999,28.959802000000003,-96.58908000000001
WV,Pleasants County,2587,160122,117,4511,96,3660,-21,-0.812,39.368133,-81.161172
NE,Buffalo County,17186,1230852,1303,77469,1163,54678,-140,-0.815,40.855226,-99.07498299999999
NJ,Union County,211779,21886409,15402,1186889,13672,1101577,-1730,-0.8170000000000001,40.659871,-74.308696
MN,Steele County,14653,983468,920,43420,800,39708,-120,-0.8190000000000001,44.015260999999995,-93.220453
IL,Douglas County,7788,485271,536,24102,472,20704,-64,-0.8220000000000001,39.766078,-88.222866
IA,Muscatine County,16287,1067535,1005,52058,871,37814,-134,-0.823,41.483776,-91.11869899999999
MS,Jasper County,5470,254251,378,13312,333,12261,-45,-0.823,32.016989,-89.11943000000001
IA,Cerro Gordo County,16429,1133139,1033,51890,897,45961,-136,-0.828,43.074975,-93.25096500000001
IL,Marion County,14110,750891,759,32708,642,28912,-117,-0.8290000000000001,38.648236,-88.920362
SC,Calhoun County,4820,271864,382,15310,342,16855,-40,-0.83,33.67478,-80.78034699999999
IL,Moultrie County,5292,365201,400,15913,356,15766,-44,-0.831,39.636896,-88.625726
MN,Benton County,14549,940897,1875,86504,1754,72489,-121,-0.8320000000000001,45.701225,-94.00144
TX,Nolan County,4807,263489,384,18319,344,15651,-40,-0.8320000000000001,32.312338000000004,-100.41810799999999
ND,McIntosh County,1081,48215,38,1781,29,1195,-9,-0.833,46.108682,-99.416487
MS,Wayne County,6600,317180,340,12310,285,10394,-55,-0.833,31.642503,-88.678214
CT,Hartford County,356776,31895948,19061,1470374,16087,1047692,-2974,-0.8340000000000001,41.806053000000006,-72.732916
GA,McDuffie County,7074,346208,476,19034,417,19131,-59,-0.8340000000000001,33.479623,-82.47873299999999
MS,Montgomery County,3354,150873,224,8439,196,7125,-28,-0.835,33.500714,-89.639625
NM,Cibola County,7286,303704,476,16472,415,12781,-61,-0.8370000000000001,34.928272,-107.99268000000001
KS,Ottawa County,2150,112802,147,6867,129,5854,-18,-0.8370000000000001,39.137963,-97.654802
ND,Bowman County,1194,92253,41,2063,31,1392,-10,-0.838,46.110144,-103.505943
MT,Pondera County,2268,104391,137,5157,118,3807,-19,-0.838,48.228604,-112.22076100000001
NE,Morrill County,1664,85344,110,4226,96,3965,-14,-0.841,41.732203999999996,-102.99059399999999
GA,Seminole County,2494,115098,182,6072,161,5785,-21,-0.8420000000000001,30.93396,-84.867685
AR,Hempstead County,6527,283389,407,15574,352,12551,-55,-0.843,33.735953,-93.664355
CO,Summit County,12453,1178427,1892,118895,1787,184291,-105,-0.843,39.621023,-106.137555
MS,Marion County,7475,290024,440,13876,377,13939,-63,-0.843,31.230166999999998,-89.821712
CA,Santa Cruz County,102561,10416906,6811,532984,5944,518792,-867,-0.845,37.012488,-122.007205
GA,Richmond County,63016,3131556,7147,328446,6613,286633,-534,-0.847,33.361486,-82.074998
NY,Chautauqua County,45935,2450941,1909,83373,1520,66570,-389,-0.847,42.304216,-79.407595
IA,Palo Alto County,3408,186949,208,8707,179,7128,-29,-0.851,43.075337,-94.669055
MN,Chippewa County,4694,287301,321,13456,281,11793,-40,-0.852,45.028625,-95.56410799999999
AR,Woodruff County,1993,87724,120,4304,103,3185,-17,-0.853,35.192777,-91.244535
AR,Union County,13365,855674,723,41026,609,31284,-114,-0.853,33.168219,-92.598145
AL,Butler County,6313,287883,341,11655,287,11470,-54,-0.855,31.751666999999998,-86.681969
KY,Fayette County,108789,8427504,9277,544938,8347,451070,-930,-0.855,38.040675,-84.458274
TX,Mills County,1636,109736,107,4638,93,4732,-14,-0.856,31.494888,-98.594623
IN,Grant County,23225,1170734,1272,53258,1073,40227,-199,-0.857,40.515758,-85.654946
SD,Potter County,931,62577,38,1630,30,1304,-8,-0.8590000000000001,45.052713,-99.962003
CA,Humboldt County,44348,2697164,2945,130408,2563,104319,-382,-0.861,40.706655,-123.926176
TX,Victoria County,31584,2092373,2099,114108,1827,89252,-272,-0.861,28.79637,-96.971198
GA,Twiggs County,2669,114839,236,8414,213,7155,-23,-0.862,32.665847,-83.42587900000001
AR,Clark County,6265,331713,527,19698,473,15490,-54,-0.862,34.053315999999995,-93.176208
TX,Maverick County,19802,811341,869,32697,698,24751,-171,-0.8640000000000001,28.729786999999998,-100.316678
SD,Spink County,2311,140264,133,6369,113,5961,-20,-0.865,44.923772,-98.33961500000001
MI,Saginaw County,71307,4096078,3788,182774,3168,142673,-620,-0.8690000000000001,43.328267,-84.05541
CA,San Mateo County,305494,60522998,26450,3976835,23794,3500170,-2656,-0.8690000000000001,37.414671999999996,-122.371546
NE,Webster County,1265,61735,82,2847,71,2493,-11,-0.87,40.180646,-98.49859000000001
IL,Wabash County,4132,273060,219,8364,183,6713,-36,-0.871,38.445821,-87.839167
MA,Middlesex County,624151,86407105,48934,4974179,43495,3823209,-5439,-0.871,42.481718,-71.39491600000001
AR,Lafayette County,1947,89508,154,4780,137,4472,-17,-0.873,33.240629,-93.611514
NJ,Mercer County,136411,15814379,9782,991895,8591,682190,-1191,-0.873,40.282503000000005,-74.703724
SD,Davison County,7560,497954,542,24686,476,20777,-66,-0.873,43.680439,-98.155868
TX,Baylor County,1144,62835,70,2676,60,2036,-10,-0.8740000000000001,33.618802,-99.208189
IA,Chickasaw County,4678,299165,244,9052,203,7691,-41,-0.8759999999999999,43.059740999999995,-92.31721
IL,Marshall County,4682,287816,336,13826,295,12445,-41,-0.8759999999999999,41.031119,-89.342371
MN,Stevens County,3420,241462,225,9194,195,8948,-30,-0.877,45.593461,-95.992315
IA,Clay County,6381,439750,440,20651,384,17307,-56,-0.878,43.081224,-95.149875
PA,Indiana County,29077,1737124,1476,68347,1220,50129,-256,-0.88,40.651432,-79.08754499999999
IN,LaGrange County,13407,856136,868,45407,750,42280,-118,-0.88,41.642462,-85.42784499999999
NE,Jefferson County,2713,158480,158,6922,134,5362,-24,-0.885,40.175736,-97.143103
OK,Beckham County,6201,384265,501,24589,446,21412,-55,-0.887,35.270601,-99.690057
SD,Faulk County,788,45243,37,1543,30,1718,-7,-0.888,45.065476000000004,-99.153564
OH,Pike County,8901,447715,547,23466,468,17947,-79,-0.888,39.071341,-83.052911
IA,Hardin County,6186,338942,419,20355,364,15925,-55,-0.889,42.390208,-93.24166899999999
OK,Blaine County,2925,245215,219,13710,193,10148,-26,-0.889,35.877782,-98.428934
OH,Holmes County,14121,855002,693,30110,567,24284,-126,-0.892,40.565597,-81.930001
GA,Macon County,3363,141068,243,8048,213,6995,-30,-0.892,32.362686,-84.051231
MO,Ripley County,3910,150974,283,8446,248,9736,-35,-0.895,36.65017,-90.87483399999999
AR,Scott County,3016,123584,216,6808,189,7473,-27,-0.895,34.858869,-94.063641
TX,Angelina County,27921,1549365,1824,81855,1572,69909,-252,-0.903,31.251896000000002,-94.61113399999999
IA,Wright County,4647,265328,285,12539,243,9946,-42,-0.904,42.733007,-93.734735
CA,Los Angeles County,3732877,330740878,154210,11436416,120440,8511638,-33770,-0.905,34.196397999999995,-118.26186200000001
OH,Monroe County,5071,350981,229,10368,183,9661,-46,-0.907,39.726253,-81.090983
KS,Graham County,991,44442,52,1452,43,1367,-9,-0.9079999999999999,39.354972,-99.879894
PA,Union County,13691,976748,967,51419,842,48526,-125,-0.9129999999999999,40.962179,-77.055475
KY,Henderson County,15661,941033,887,45762,744,28970,-143,-0.9129999999999999,37.792542,-87.572577
NM,San Miguel County,8968,349539,565,21057,483,19052,-82,-0.914,35.476859000000005,-104.803519
IA,Floyd County,5798,347821,407,18126,354,14154,-53,-0.914,43.052741,-92.787367
OH,Harrison County,5243,311144,331,13585,283,11300,-48,-0.9159999999999999,40.292318,-81.091565
OH,Noble County,4365,250675,226,8785,186,8113,-40,-0.9159999999999999,39.767232,-81.452493
NY,Yates County,8914,504204,575,26243,493,25960,-82,-0.92,42.638237,-77.104324
IL,Randolph County,10975,655467,600,28627,499,20132,-101,-0.92,38.056515000000005,-89.82121
TX,Tom Green County,39535,2663028,3586,160994,3222,144999,-364,-0.9209999999999999,31.398822999999997,-100.463788
NE,Hitchcock County,976,42962,63,1833,54,2499,-9,-0.922,40.176896,-101.044217
NE,Platte County,13120,850423,841,40405,720,31749,-121,-0.922,41.576865999999995,-97.513467
NE,Loup County,217,7019,23,831,21,1365,-2,-0.922,41.903183,-99.509852
IL,Jersey County,8016,518807,561,22959,487,20713,-74,-0.9229999999999999,39.080195,-90.361385
MT,Glacier County,3894,159345,227,11901,191,7164,-36,-0.924,48.705671,-112.990502
CT,Fairfield County,357116,69375082,21235,3017316,17929,2869252,-3306,-0.9259999999999999,41.227413,-73.36706099999999
IL,Crawford County,7001,422279,310,14813,245,10655,-65,-0.9279999999999999,39.002787,-87.76061899999999
MS,Holmes County,5702,188692,306,9304,253,7929,-53,-0.929,33.125941999999995,-90.091197
TX,Wichita County,41031,2543018,3529,168904,3146,156180,-383,-0.9329999999999999,33.988212,-98.70801
TX,Marion County,2995,139390,308,11388,280,12645,-28,-0.935,32.798182000000004,-94.356853
PA,Erie County,103508,6196719,3881,196776,2913,142125,-968,-0.935,42.117952,-80.096386
ND,Renville County,958,65003,53,4473,44,2608,-9,-0.9390000000000001,48.712781,-101.658152
FL,Leon County,93546,6558668,8667,397498,7786,372634,-881,-0.9420000000000001,30.45931,-84.2778
TX,Nacogdoches County,19086,1101243,1538,57494,1358,54719,-180,-0.943,31.620559999999998,-94.62025
KS,Montgomery County,10395,534447,692,26827,594,22306,-98,-0.943,37.189537,-95.742403
MO,Boone County,59518,4530725,5176,259801,4614,219601,-562,-0.9440000000000001,38.989861,-92.310202
MN,Faribault County,5490,301098,318,15077,266,10325,-52,-0.9470000000000001,43.676522,-93.947234
MA,Hampshire County,57798,4716596,4734,256570,4186,230145,-548,-0.948,42.339459000000005,-72.66369399999999
IA,Osceola County,2314,126078,145,7125,123,4742,-22,-0.951,43.378541999999996,-95.633788
TX,Scurry County,5044,356512,375,22837,327,19159,-48,-0.9520000000000001,32.744353000000004,-100.91334599999999
NJ,Hudson County,259098,20659718,27819,2821664,25347,2203853,-2472,-0.9540000000000001,40.731375,-74.078601
MD,Prince George's County,356130,23537391,30075,1664466,26676,1291788,-3399,-0.9540000000000001,38.829288,-76.84818
KS,Lincoln County,1148,51783,58,1343,47,1500,-11,-0.958,39.04728,-98.21428399999999
GA,Dodge County,5638,252816,357,10898,303,8108,-54,-0.958,32.164369,-83.167866
MS,Clay County,6562,300132,382,12730,319,13935,-63,-0.96,33.65967,-88.78246800000001
WI,Grant County,18178,975965,1182,49652,1007,41075,-175,-0.963,42.870028000000005,-90.694229
ND,Logan County,727,26314,36,1599,29,1415,-7,-0.963,46.469278,-99.50458499999999
IL,DeKalb County,35265,2401855,3293,148854,2953,135873,-340,-0.9640000000000001,41.894612,-88.768991
MN,Winona County,17923,1190034,1124,77390,951,37671,-173,-0.965,43.982268,-91.776708
NM,Chaves County,19472,993912,1173,58864,985,46883,-188,-0.965,33.361604,-104.469837
AR,Columbia County,6941,394319,410,16416,343,12197,-67,-0.965,33.223038,-93.232843
IA,Black Hawk County,46826,3191971,2880,147202,2427,112220,-453,-0.9670000000000001,42.471132,-92.3076
MS,Calhoun County,4651,193502,231,7273,186,6068,-45,-0.968,33.936634000000005,-89.337114
NE,Scotts Bluff County,12879,729436,793,34164,668,28508,-125,-0.971,41.850331,-103.701549
AL,Sumter County,3699,144451,212,6952,176,6070,-36,-0.973,32.597481,-88.200057
OH,Allen County,37524,2240492,2192,100147,1826,78006,-366,-0.975,40.771627,-84.106103
IA,Marshall County,14405,890149,934,42598,793,31629,-141,-0.9790000000000001,42.041691,-92.981452
MS,Lafayette County,14989,1227316,1540,77257,1393,91943,-147,-0.981,34.353078000000004,-89.485385
AR,Arkansas County,6006,332596,329,12397,270,10647,-59,-0.982,34.28957,-91.376547
NE,Johnson County,1627,82198,90,3548,74,2869,-16,-0.983,40.39501,-96.265367
ND,Traill County,2948,224214,216,10712,187,10488,-29,-0.9840000000000001,47.446215,-97.164754
IA,Sac County,3860,237337,210,8446,172,7749,-38,-0.9840000000000001,42.387526,-95.10522399999999
NC,Hertford County,6505,300684,401,14117,337,11297,-64,-0.9840000000000001,36.363517,-76.981616
IL,Lake County,262119,34324987,17962,1771734,15377,1338450,-2585,-0.986,42.326440999999996,-87.435976
AL,Franklin County,9332,447192,600,22586,508,19713,-92,-0.986,34.441989,-87.842814
HI,Honolulu County,386851,29283945,24483,1419291,20668,1200118,-3815,-0.986,21.580023,-158.12340600000002
ID,Lewis County,1317,63146,151,5716,138,6161,-13,-0.987,46.236328,-116.42376000000002
NM,De Baca County,608,39500,29,1407,23,720,-6,-0.987,34.359272999999995,-104.368696
WV,Gilmer County,1921,107858,116,4341,97,3467,-19,-0.9890000000000001,38.915867,-80.849413
MO,Harrison County,2923,123320,149,5635,120,4190,-29,-0.992,40.345620000000004,-93.992582
ID,Latah County,12056,804393,1415,58567,1295,58908,-120,-0.995,46.81892,-116.730974
KS,Wilson County,3015,154471,174,6202,144,5935,-30,-0.995,37.558515,-95.745175
NC,Robeson County,37255,1490227,1837,64452,1465,48079,-372,-0.9990000000000001,34.63921,-79.100881
KY,Christian County,20792,1066215,3671,129429,3463,115877,-208,-1.0,36.892059,-87.492986
KS,Anderson County,2696,132852,163,5767,136,5843,-27,-1.001,38.215114,-95.292046
AL,Lowndes County,3688,153827,291,10278,254,9619,-37,-1.003,32.147888,-86.650586
MO,Perry County,7146,397857,385,15407,313,13616,-72,-1.008,37.71113,-89.802125
IN,Jay County,7529,353918,400,12801,324,10297,-76,-1.0090000000000001,40.434956,-85.00233100000001
KS,Cowley County,11781,661904,765,28876,646,27858,-119,-1.01,37.234507,-96.83724699999999
NY,Albany County,120730,10474028,9564,655639,8341,539692,-1223,-1.013,42.58824,-73.97400999999999
OK,Harper County,1183,58992,49,1873,37,1314,-12,-1.014,36.80035,-99.662805
IL,Richland County,5913,318411,324,13407,264,10168,-60,-1.015,38.712187,-88.085452
AR,Howard County,4235,202232,291,10716,248,9046,-43,-1.015,34.083064,-93.990931
NC,Bertie County,6102,303139,365,11693,303,9801,-62,-1.016,36.059043,-76.96236400000001
TX,Crockett County,1176,76769,73,3941,61,2444,-12,-1.02,30.717532000000002,-101.404211
IL,Vermilion County,26712,1410354,1338,57119,1065,38107,-273,-1.022,40.186754,-87.726778
GA,Dooly County,2927,137361,216,8865,186,5425,-30,-1.025,32.151995,-83.807167
AL,Pickens County,5852,292653,295,11397,235,9422,-60,-1.025,33.296793,-88.096863
KY,Hickman County,1458,73947,100,3598,85,2664,-15,-1.0290000000000001,36.675896,-88.972084
WV,Logan County,9317,461372,408,15581,312,10856,-96,-1.03,37.830591,-81.940853
MN,Kandiyohi County,16765,1137275,1038,50099,865,46914,-173,-1.032,45.152714,-95.004981
KS,Douglas County,38652,2886843,3909,196567,3509,181475,-400,-1.035,38.896417,-95.290947
PA,Cameron County,1930,91144,86,2684,66,2443,-20,-1.036,41.438291,-78.198323
MT,Chouteau County,1736,88881,125,5793,107,4261,-18,-1.037,47.886834,-110.4362
SC,Barnwell County,6642,323169,376,13344,307,10870,-69,-1.0390000000000001,33.260552000000004,-81.434228
SC,Bamberg County,4133,183039,267,9369,224,8598,-43,-1.04,33.203021,-81.053161
IA,Crawford County,6241,354185,388,15219,323,11859,-65,-1.041,42.043119,-95.38909
MO,Adair County,7372,399881,653,25399,576,22942,-77,-1.044,40.190666,-92.603592
CA,Santa Barbara County,158913,14271591,9761,701225,8098,641186,-1663,-1.046,34.537057,-120.039973
NY,Lewis County,9613,513773,521,23084,420,19643,-101,-1.051,43.782681,-75.44414
AR,Poinsett County,6839,312297,513,19180,441,13612,-72,-1.053,35.568870000000004,-90.681104
MN,Roseau County,5984,380384,305,14987,242,10786,-63,-1.053,48.761068,-95.821504
KY,Perry County,7781,394208,389,14603,307,12120,-82,-1.054,37.241282,-83.217772
SD,Haakon County,758,45046,38,699,30,938,-8,-1.055,44.282881,-101.595442
